INDE,IAN,IDA,IEG,IAA,IPS,IPP,IPV,FASE IDEAL,DEFA,ANO,FASE
8.496283333400001,10.0,7.25,9.75,8.002,7.51,8.4375,8.506666667,Fase 2 (5° e 6° ano),0,24,2.0
5.778986231800001,10.0,4.25,3.054347826,9.002,6.885,7.1875,5.053333333,Fase 2 (5° e 6° ano),0,24,2.0
7.052457703200001,5.0,5.25,8.2212885155,8.502,7.51,7.916666667,7.326666667,Fase 3 (7° e 8° ano),-1,24,2.0
6.597315151500001,5.0,7.25,4.840909091,9.168,7.51,6.666666667,6.723333333,Fase 3 (7° e 8° ano),-1,24,2.0
6.3802279106,10.0,5.25,4.9043062200000005,8.002,7.51,6.875,5.553333333,Fase 2 (5° e 6° ano),0,24,2.0
7.3473880383,10.0,7.0,6.112440191499999,6.834,7.51,8.125,7.39,Fase 2 (5° e 6° ano),0,24,2.0
6.991699999900001,5.0,2.75,10.0,7.502,7.51,8.958333333,7.723333333,Fase 3 (7° e 8° ano),-1,24,2.0
7.971648484800001,10.0,7.5,9.090909091,7.418,7.51,7.5,7.053333333,Fase 2 (5° e 6° ano),0,24,2.0
7.6853212122,10.0,7.75,6.2272727275,7.502,7.51,8.333333333,7.776666667,Fase 2 (5° e 6° ano),0,24,2.0
7.361896969700001,10.0,5.5,6.931818182000001,8.002,7.51,7.916666667,7.663333333,Fase 2 (5° e 6° ano),0,24,2.0
8.929745454599999,10.0,9.25,9.7727272725,7.002,7.51,9.166666667,8.786666667,Fase 2 (5° e 6° ano),0,24,2.0
6.057060605999999,5.0,6.75,4.6136363634999995,7.5,5.63,5.833333333,6.94,Fase 3 (7° e 8° ano),-1,24,2.0
6.7464878789,10.0,5.0,5.7272727275,8.502,7.51,8.125,5.936666667,Fase 2 (5° e 6° ano),0,24,2.0
6.7199171717,5.0,3.75,7.5252525255,9.502,7.51,8.75,6.943333333,Fase 3 (7° e 8° ano),-1,24,2.0
6.402239075100001,5.0,4.5,6.8660287085,9.002,7.51,8.125,5.826666667,Fase 3 (7° e 8° ano),-1,24,2.0
7.502239394,10.0,5.25,8.3863636365,7.418,7.51,7.708333333,7.556666667,Fase 2 (5° e 6° ano),0,24,2.0
9.0150030303,10.0,9.5,9.068181818,9.502,7.51,8.541666667,8.73,Fase 2 (5° e 6° ano),0,24,2.0
4.6743653679,5.0,4.75,3.5064935065,6.834,7.51,5.0,2.943333333,Fase 3 (7° e 8° ano),-1,24,2.0
7.702648484900001,10.0,5.25,9.090909091,7.918,7.51,7.916666667,7.5,Fase 2 (5° e 6° ano),0,24,2.0
7.151855844200001,10.0,3.5,8.3874458875,8.002,7.51,6.458333333,7.886666667,Fase 2 (5° e 6° ano),0,24,2.0
7.8317974024999994,10.0,8.75,7.012987013,7.502,7.51,8.333333333,6.723333333,Fase 2 (5° e 6° ano),0,24,2.0
5.046077056300001,5.0,5.0,4.448051948,6.918,7.51,4.583333333,3.776666667,Fase 3 (7° e 8° ano),-1,24,2.0
4.8048623378,5.0,4.5,4.188311688500001,8.002,7.51,4.166666667,2.996666667,Fase 3 (7° e 8° ano),-1,24,2.0
8.1804207793,10.0,9.25,7.2294372295,7.502,7.51,7.5,8.166666667,Fase 2 (5° e 6° ano),0,24,2.0
7.560230303200001,10.0,7.5,6.5151515155,8.502,7.51,6.666666667,7.446666667,Fase 2 (5° e 6° ano),0,24,2.0
9.464745454400001,10.0,10.0,9.7727272725,10.002,7.51,9.583333333,9.003333333,Fase 2 (5° e 6° ano),0,24,2.0
9.1548666666,10.0,9.0,10.0,9.502,7.51,8.75,8.893333333,Fase 2 (5° e 6° ano),0,24,2.0
8.9217077641,10.0,8.75,9.3271221535,10.002,7.51,8.4375,8.556666667,Fase 2 (5° e 6° ano),0,24,2.0
6.57279265,5.0,5.75,7.525879916999999,9.502,7.51,5.9375,5.613333333,Fase 3 (7° e 8° ano),-1,24,2.0
6.8089355072,5.0,6.75,6.811594203,7.502,7.51,7.1875,6.883333333,Fase 3 (7° e 8° ano),-1,24,2.0
6.712378053800001,5.0,4.0,8.457556936,8.002,6.26,7.5,7.723333333,Fase 3 (7° e 8° ano),-1,24,2.0
8.10445,10.0,5.5,10.0,9.502,7.51,7.8125,7.61,Fase 2 (5° e 6° ano),0,24,2.0
6.6397610766,5.0,6.25,7.48447205,7.502,7.51,6.25,6.333333333,Fase 3 (7° e 8° ano),-1,24,2.0
8.2366166666,5.0,9.0,10.0,9.002,7.51,7.1875,7.833333333,Fase 3 (7° e 8° ano),-1,24,2.0
6.5509171717,5.0,3.75,7.5252525255,8.502,7.51,7.5,7.223333333,Fase 3 (7° e 8° ano),-1,24,2.0
7.520576262600001,10.0,5.5,7.979797980000001,9.002,7.51,7.1875,7.273333333,Fase 2 (5° e 6° ano),0,24,2.0
8.061295238200001,10.0,6.0,9.523809524,10.002,7.51,7.5,7.276666667,Fase 2 (5° e 6° ano),0,24,2.0
8.2403304348,10.0,8.0,8.695652174,9.002,7.51,7.5,7.5,Fase 2 (5° e 6° ano),0,24,2.0
5.832133333300001,5.0,3.5,6.6666666665,6.418,6.255,6.875,6.72,Fase 3 (7° e 8° ano),-1,24,2.0
8.5184577641,10.0,8.0,9.3271221535,9.002,7.51,8.125,7.946666667,Fase 2 (5° e 6° ano),0,24,2.0
8.652552484400001,10.0,9.0,7.784679089,10.002,7.51,8.4375,8.503333333,Fase 1 (3° e 4° ano),1,24,2.0
7.0859945773333335,10.0,6.5,6.370972886666667,9.168,7.5,6.875,5.7875,Fase 3 (7° e 8° ano),0,24,3.0
7.922281328333334,10.0,6.333333333333333,7.329323308333333,7.5,8.755,7.8125,8.915,Fase 3 (7° e 8° ano),0,24,3.0
3.8354776573333336,10.0,0.0,3.9141382866666667,8.334,2.51,3.4375,3.1225,Fase 3 (7° e 8° ano),0,24,3.0
6.726607507733334,10.0,5.666666666666667,5.315995871999999,10.002,6.255,6.71875,6.1625,Fase 3 (7° e 8° ano),0,24,3.0
7.217066033133334,10.0,4.666666666666667,5.404288499000001,9.585,9.38,7.96875,7.5475,Fase 3 (7° e 8° ano),3,24,6.0
5.881225668333334,2.5,3.1666666666666665,5.201336675,9.585,9.38,7.03125,6.79,Fase 6 (2° EM),-3,24,3.0
6.240744444466667,5.0,4.666666666666667,4.305555555666667,9.168,9.38,7.5,6.7075,Fase 4 (9° ano),-1,24,3.0
5.721382142866666,5.0,1.75,5.714285714333333,7.084,9.38,7.65625,6.5825,Fase 4 (9° ano),-1,24,3.0
8.074015455333335,10.0,6.5,8.097577276666668,9.585,9.38,7.5,7.54,Fase 3 (7° e 8° ano),0,24,3.0
9.4171373016,10.0,9.666666666666666,9.441269841333334,9.168,9.38,9.0625,9.1725,Fase 3 (7° e 8° ano),0,24,3.0
7.479598365200001,10.0,6.333333333333333,7.777033492666668,8.334,8.125,7.03125,6.5425,Fase 3 (7° e 8° ano),0,24,3.0
6.9071109649333335,10.0,3.6666666666666665,7.705263158,8.751,5.63,7.03125,7.4575,Fase 3 (7° e 8° ano),0,24,3.0
7.210222117800001,10.0,4.833333333333333,5.560902255666666,9.585,8.755,7.96875,7.5025,Fase 3 (7° e 8° ano),3,24,6.0
7.368084290266667,10.0,6.166666666666667,5.5110047846666665,9.168,8.755,7.8125,7.295,Fase 2 (5° e 6° ano),1,24,3.0
7.761749603200001,10.0,6.166666666666667,9.149206349333333,10.002,2.51,7.96875,8.2525,Fase 3 (7° e 8° ano),0,24,3.0
5.702426010066667,10.0,4.666666666666667,3.7838383836666662,5.832,8.135,5.15625,5.5,Fase 3 (7° e 8° ano),0,24,3.0
6.913936532,10.0,2.6666666666666665,8.393265993333333,7.917,8.755,7.1875,6.58,Fase 3 (7° e 8° ano),0,24,3.0
7.4643250000000005,10.0,3.1666666666666665,8.933333333333334,10.002,10.0,7.03125,6.705,Fase 2 (5° e 6° ano),1,24,3.0
7.0026462121333335,5.0,3.75,9.060606060666666,8.334,8.75,7.65625,7.3325,Fase 4 (9° ano),-1,24,3.0
7.8153856754,10.0,8.166666666666666,5.627886710333333,8.751,8.755,7.96875,7.545,Fase 3 (7° e 8° ano),0,24,3.0
5.065788844333333,5.0,3.1666666666666665,6.157902555,7.5,2.51,6.09375,5.4525,Fase 4 (9° ano),-1,24,3.0
7.7704681818,10.0,5.5,9.109090909,8.334,8.135,7.1875,7.415,Fase 2 (5° e 6° ano),1,24,3.0
5.4253413299333335,10.0,6.333333333333333,4.516498316333333,7.5,2.51,4.21875,4.1625,Fase 3 (7° e 8° ano),0,24,3.0
6.231045707066668,5.0,3.5,7.735353535333334,8.751,8.755,6.09375,5.62,Fase 4 (9° ano),-1,24,3.0
8.3261,10.0,7.0,10.0,8.751,9.38,6.875,7.1275,Fase 3 (7° e 8° ano),0,24,3.0
9.189883333333334,10.0,8.5,9.866666666666667,9.168,8.755,9.0625,9.09,Fase 2 (5° e 6° ano),1,24,3.0
8.728632539666668,10.0,7.666666666666667,8.831746031666666,10.002,8.135,9.0625,8.545,Fase 2 (5° e 6° ano),1,24,3.0
7.9127926470666665,10.0,6.666666666666667,9.803921568666667,9.168,4.38,7.96875,7.335,Fase 3 (7° e 8° ano),0,24,3.0
8.67371279,10.0,8.166666666666666,9.283272283333334,6.666,8.755,8.90625,8.755,Fase 2 (5° e 6° ano),1,24,3.0
5.5473805555333335,5.0,4.0,2.777777777666667,7.917,7.51,7.65625,6.9175,Fase 4 (9° ano),-1,24,3.0
5.833118518533334,5.0,3.1666666666666665,6.125925926,8.751,8.755,6.25,5.495,Fase 4 (9° ano),-1,24,3.0
8.901966666666668,10.0,9.666666666666666,9.866666666666667,9.168,2.51,9.375,9.45,Fase 2 (5° e 6° ano),1,24,3.0
5.880466583166668,10.0,5.0,5.266499582333334,7.5,2.51,6.041666667,6.11,Fase 3 (7° e 8° ano),0,24,3.0
8.385133333233336,10.0,7.0,9.866666666666667,9.168,7.51,8.333333333,7.553333333,Fase 3 (7° e 8° ano),0,24,3.0
7.778263492033334,10.0,7.0,8.293650793666666,7.917,5.63,8.541666667,7.553333333,Fase 3 (7° e 8° ano),0,24,3.0
6.3467483709,10.0,4.0,6.8300751879999995,8.334,2.51,7.083333333,6.94,Fase 3 (7° e 8° ano),0,24,3.0
5.3933086048000005,5.0,2.0,5.017209691,10.002,6.88,6.25,5.883333333,Fase 5 (1° EM),-2,24,3.0
7.214534419433333,10.0,4.5,6.468838763666667,8.751,9.38,7.083333333,7.496666667,Fase 3 (7° e 8° ano),0,24,3.0
7.026322556366667,10.0,8.666666666666666,5.111779448666667,7.083,2.51,8.333333333,7.39,Fase 3 (7° e 8° ano),0,24,3.0
9.066199999966669,10.0,9.833333333333334,10.0,10.002,2.51,9.583333333,9.45,Fase 2 (5° e 6° ano),1,24,3.0
7.843157894833334,5.0,7.333333333333333,9.382456140333334,9.585,8.13,7.291666667,7.496666667,Fase 4 (9° ano),-1,24,3.0
7.276330075300001,10.0,6.666666666666667,5.793483709333334,9.168,7.51,7.291666667,6.936666667,Fase 3 (7° e 8° ano),0,24,3.0
8.384033333366668,10.0,8.833333333333334,10.0,10.002,2.51,8.541666667,7.56,Fase 2 (5° e 6° ano),1,24,3.0
7.088855054266667,10.0,5.0,6.043441938333333,9.585,7.51,7.5,7.103333333,Fase 3 (7° e 8° ano),0,24,3.0
5.475324895633334,5.0,3.0,4.849791144666667,10.002,6.25,6.041666667,5.88,Fase 4 (9° ano),-1,24,3.0
6.293175689166667,5.0,5.833333333333333,5.618045113,8.334,5.0,7.708333333,6.993333333,Fase 4 (9° ano),-1,24,3.0
7.9798,10.0,3.75,10.0,9.168,8.75,8.125,8.1275,Fase 3 (7° e 8° ano),0,24,3.0
5.543865740733334,10.0,2.0,7.703703703666666,0.0,6.885,6.40625,6.37,Fase 3 (7° e 8° ano),0,24,3.0
6.771708625733333,10.0,4.666666666666667,5.567251461999999,7.083,7.51,7.65625,7.5,Fase 2 (5° e 6° ano),1,24,3.0
7.617803571466666,10.0,5.333333333333333,9.523809524,9.585,5.625,7.34375,6.955,Fase 3 (7° e 8° ano),0,24,3.0
6.715437329466668,10.0,5.166666666666667,6.585769980666666,7.917,7.51,6.5625,5.83,Fase 3 (7° e 8° ano),0,24,3.0
8.631675000000001,10.0,8.0,10.0,9.168,7.51,7.96875,7.835,Fase 3 (7° e 8° ano),0,24,3.0
6.918152272733334,10.0,6.0,6.363636363666667,9.168,2.51,8.28125,7.2475,Fase 3 (7° e 8° ano),0,24,3.0
8.077708333333334,10.0,6.666666666666667,10.0,9.585,2.51,8.59375,8.3775,Fase 3 (7° e 8° ano),0,24,3.0
7.622584090933335,10.0,5.666666666666667,7.787878788,9.168,7.51,7.96875,7.335,Fase 3 (7° e 8° ano),0,24,3.0
7.6221531746,10.0,6.833333333333333,7.039682539666667,9.168,8.13,7.1875,6.995,Fase 3 (7° e 8° ano),0,24,3.0
7.7652831384,10.0,6.333333333333333,7.621832358666666,9.585,7.51,7.8125,7.4175,Fase 3 (7° e 8° ano),0,24,3.0
8.547495614066667,10.0,7.666666666666667,9.824561403666666,9.585,7.51,7.8125,7.7925,Fase 2 (5° e 6° ano),1,24,3.0
8.5079027778,10.0,8.666666666666666,7.722222222333333,7.5,8.13,8.90625,8.8825,Fase 3 (7° e 8° ano),0,24,3.0
8.0164785714,10.0,7.333333333333333,9.523809523666666,9.168,2.51,8.4375,8.1675,Fase 3 (7° e 8° ano),0,24,3.0
6.108547514666667,10.0,2.3333333333333335,7.84502924,7.5,7.51,5.46875,5.125,Fase 3 (7° e 8° ano),0,24,3.0
6.5744562514,10.0,3.5,5.822406257,8.751,7.51,7.34375,6.7475,Fase 3 (7° e 8° ano),0,24,3.0
5.936272086266667,10.0,0.0,5.4312354313333335,8.334,7.51,7.65625,7.5,Fase 3 (7° e 8° ano),0,24,3.0
5.545864285733334,5.0,5.166666666666667,3.2619047620000003,7.917,8.13,6.5625,5.496,Fase 5 (1° EM),-2,24,3.0
5.048054503133334,5.0,3.0,3.7763975156666674,9.168,8.13,6.09375,4.268,Fase 5 (1° EM),-2,24,3.0
6.158158974333333,10.0,3.1666666666666665,5.705128205,10.002,8.13,6.25,4.728,Fase 3 (7° e 8° ano),0,24,3.0
6.710079487200001,5.0,5.5,7.435897436,6.666,7.51,8.125,6.964,Fase 4 (9° ano),-1,24,3.0
6.116032815733334,10.0,5.0,4.600414078666667,6.249,7.5,6.5625,5.824,Fase 2 (5° e 6° ano),1,24,3.0
6.017215010400001,10.0,3.6666666666666665,3.7546583853333337,9.168,8.13,7.1875,5.422,Fase 3 (7° e 8° ano),0,24,3.0
6.7205649586,10.0,3.9333333333333336,6.481366459666667,8.751,8.13,7.03125,6.232,Fase 3 (7° e 8° ano),0,24,3.0
8.0467871118,10.0,6.833333333333333,9.616977225666666,8.751,2.51,8.90625,8.7,Fase 2 (5° e 6° ano),1,24,3.0
4.6391535714200005,10.0,2.8333333333333335,2.5238095237666665,0.0,8.13,7.03125,5.258,Fase 3 (7° e 8° ano),0,24,3.0
5.111470186333333,5.0,4.333333333333333,2.7505175983333334,10.002,6.885,5.0,5.03,Fase 4 (9° ano),-1,24,3.0
7.0491790134,5.0,5.833333333333333,7.9726867336666665,8.751,7.505,7.34375,7.14,Fase 4 (9° ano),-1,24,3.0
7.332483333333334,10.0,3.8333333333333335,8.133333333333333,8.334,10.0,7.8125,6.6225,Fase 3 (7° e 8° ano),0,24,3.0
7.5660750000000005,5.0,8.0,9.200000000000001,7.917,7.51,7.34375,6.745,Fase 4 (9° ano),-1,24,3.0
6.649708333333334,10.0,4.666666666666667,7.1000000000000005,7.5,7.51,6.71875,5.6175,Fase 2 (5° e 6° ano),1,24,3.0
5.940775,5.0,3.6666666666666665,6.133333333333333,8.334,7.51,6.71875,6.1225,Fase 5 (1° EM),-2,24,3.0
8.2697037582,10.0,7.5,9.526143791,8.751,7.51,7.96875,7.2075,Fase 3 (7° e 8° ano),0,24,3.0
8.465533333333335,10.0,5.833333333333333,9.233333333333333,10.002,7.51,8.75,9.13,Fase 3 (7° e 8° ano),0,24,3.0
7.839050000000001,10.0,5.0,9.5,9.168,8.755,7.8125,6.8275,Fase 3 (7° e 8° ano),0,24,3.0
5.9731,10.0,2.5,6.2,8.751,2.51,7.5,6.785,Fase 3 (7° e 8° ano),0,24,3.0
6.782158333333333,5.0,7.0,6.166666666666667,7.917,7.51,7.65625,6.7025,Fase 4 (9° ano),-1,24,3.0
6.125500000000001,5.0,4.333333333333333,7.166666666666667,7.5,7.51,6.25,5.9975,Fase 4 (9° ano),-1,24,3.0
5.833377380933333,10.0,3.8333333333333335,6.171428571333333,7.083,2.51,6.40625,6.1625,Fase 3 (7° e 8° ano),0,24,3.0
7.2079551282,10.0,5.166666666666667,6.674358974333333,9.585,8.76,6.5625,6.745,Fase 3 (7° e 8° ano),0,24,3.0
6.5472236842000004,10.0,4.166666666666667,6.080701754333333,7.5,8.755,6.5625,6.08,Fase 3 (7° e 8° ano),0,24,3.0
5.896573588800001,5.0,2.8333333333333335,8.287284610666667,10.002,2.51,6.5625,6.325,Fase 4 (9° ano),-1,24,3.0
6.752914393933334,10.0,4.333333333333333,5.636363636333333,8.751,8.755,7.34375,6.37,Fase 3 (7° e 8° ano),0,24,3.0
7.659555952400001,10.0,6.0,7.161904762,9.168,8.135,7.96875,7.5,Fase 3 (7° e 8° ano),0,24,3.0
7.2102906723333335,10.0,6.833333333333333,7.030620028333334,8.751,8.135,5.625,5.932,Fase 3 (7° e 8° ano),0,24,3.0
9.350986466133334,10.0,9.666666666666666,8.756265663999999,10.002,7.51,10.0,9.576,Fase 3 (7° e 8° ano),0,24,3.0
7.240168803466668,10.0,6.666666666666667,7.600427350666667,9.168,7.51,5.9375,5.626,Fase 3 (7° e 8° ano),0,24,3.0
8.440611904733334,10.0,9.333333333333334,9.390476190333333,8.751,8.13,5.9375,7.07,Fase 2 (5° e 6° ano),1,24,3.0
4.548544781066667,5.0,2.0,3.9057239053333332,0.0,7.51,7.5,6.832,Fase 4 (9° ano),-1,24,3.0
6.514094017066666,5.0,6.166666666666667,7.668803418666666,8.751,7.51,5.625,5.292,Fase 4 (9° ano),-1,24,3.0
8.526983333333334,10.0,6.666666666666667,10.0,9.585,7.51,8.4375,8.202,Fase 2 (5° e 6° ano),1,24,3.0
8.595447619066668,10.0,8.333333333333334,9.461904762000001,9.168,8.135,8.125,7.468,Fase 3 (7° e 8° ano),0,24,3.0
7.916082936533334,5.0,7.0,9.082539682666665,9.585,7.51,7.96875,8.466,Fase 4 (9° ano),-1,24,3.0
6.429063888866667,10.0,2.5,6.944444444333333,7.084,7.51,7.34375,6.732,Fase 3 (7° e 8° ano),0,24,3.0
5.667282265,10.0,1.6666666666666667,4.908119658333334,8.751,7.51,6.40625,5.428,Fase 3 (7° e 8° ano),0,24,3.0
7.970034615400001,10.0,6.833333333333333,9.443589743666667,9.585,7.51,7.1875,6.432,Fase 3 (7° e 8° ano),0,24,3.0
9.089828985533336,10.0,9.5,9.710144927666667,9.168,8.135,8.5,8.3375,Fase 3 (7° e 8° ano),0,24,3.0
7.188366666666667,10.0,1.1666666666666667,9.666666666666666,7.917,8.135,8.0,8.0825,Fase 3 (7° e 8° ano),0,24,3.0
6.274190982333334,5.0,3.1666666666666665,8.201288245,8.751,7.51,6.25,6.2475,Fase 4 (9° ano),-1,24,3.0
8.392733333333334,10.0,7.833333333333333,9.833333333333334,8.334,8.135,7.625,7.25,Fase 3 (7° e 8° ano),0,24,3.0
6.8560823939999995,10.0,4.0,9.02791197,9.585,8.135,5.375,4.705,Fase 3 (7° e 8° ano),0,24,3.0
7.109390969933334,10.0,5.833333333333333,5.103121516333333,8.751,7.51,7.125,7.9175,Fase 3 (7° e 8° ano),0,24,3.0
7.653744444466668,5.0,7.0,8.722222222333334,9.168,8.135,7.875,7.4575,Fase 4 (9° ano),-1,24,3.0
7.731569404200001,5.0,7.666666666666667,9.028180354333333,8.751,8.135,7.875,7.0825,Fase 4 (9° ano),-1,24,3.0
7.447591035933334,10.0,5.0,8.904455179666668,7.917,8.135,6.875,6.87,Fase 3 (7° e 8° ano),0,24,3.0
8.176263231333333,5.0,8.666666666666666,8.33064949,9.168,8.135,8.125,8.67,Fase 4 (9° ano),-1,24,3.0
8.3569352941,10.0,7.666666666666667,8.607843137333333,10.002,9.375,7.083333333,7.28,Fase 2 (5° e 6° ano),1,24,3.0
8.689300000100001,10.0,7.5,10.0,9.168,7.51,8.541666667,8.336666667,Fase 2 (5° e 6° ano),1,24,3.0
8.2889555555,10.0,8.333333333333334,9.277777777666666,8.334,6.255,7.291666667,7.893333333,Fase 3 (7° e 8° ano),0,24,3.0
8.008488888833334,10.0,7.666666666666667,7.361111111,8.751,7.51,8.541666667,7.613333333,Fase 3 (7° e 8° ano),0,24,3.0
7.9631703704333345,10.0,7.166666666666667,7.935185184999999,9.168,8.13,7.916666667,7.106666667,Fase 2 (5° e 6° ano),1,24,3.0
7.684639869300001,10.0,5.0,9.498366013,9.168,7.51,7.291666667,6.94,Fase 3 (7° e 8° ano),0,24,3.0
8.407166666633334,10.0,6.666666666666667,10.0,9.585,7.51,7.083333333,8.28,Fase 3 (7° e 8° ano),0,24,3.0
7.817322222166666,10.0,5.333333333333333,9.861111111,8.751,7.51,7.083333333,7.22,Fase 2 (5° e 6° ano),1,24,3.0
5.544981481433334,5.0,2.8333333333333335,6.157407407333333,7.5,7.51,6.458333333,5.5,Fase 4 (9° ano),-1,24,3.0
7.601562962866668,10.0,5.666666666666667,8.314814814666667,8.751,7.51,8.125,6.833333333,Fase 2 (5° e 6° ano),1,24,3.0
7.709588888900001,10.0,6.833333333333333,9.027777777666666,6.667,6.885,7.708333333,7.056666667,Fase 3 (7° e 8° ano),0,24,3.0
6.718348148233334,5.0,4.166666666666667,8.324074074,10.002,6.88,6.666666667,6.826666667,Fase 5 (1° EM),-2,24,3.0
6.6438703703,10.0,5.333333333333333,4.851851851666666,7.5,7.51,7.291666667,6.883333333,Fase 3 (7° e 8° ano),0,24,3.0
6.5276296297,10.0,4.833333333333333,4.981481481666667,7.5,7.51,7.083333333,6.776666667,Fase 3 (7° e 8° ano),0,24,3.0
7.894888888933334,10.0,6.333333333333333,9.694444444333334,9.585,3.76,6.875,8.336666667,Fase 2 (5° e 6° ano),1,24,3.0
8.225462962900002,10.0,7.166666666666667,9.231481481333333,9.585,7.51,7.916666667,7.223333333,Fase 3 (7° e 8° ano),0,24,3.0
6.872009064333334,5.0,4.333333333333333,7.851461988333334,9.168,8.76,7.1875,7.1175,Fase 4 (9° ano),-1,24,3.0
7.908044272466667,10.0,8.0,6.829721362333333,8.751,8.135,6.875,7.83,Fase 3 (7° e 8° ano),0,24,3.0
6.778749122800001,5.0,4.0,7.223245614,8.751,8.76,7.5,7.665,Fase 4 (9° ano),-1,24,3.0
7.187625925933334,10.0,6.0,8.429629629666666,7.917,7.51,6.25,5.67,Fase 3 (7° e 8° ano),0,24,3.0
6.728911403533334,10.0,4.833333333333333,6.839473684333334,6.666,6.885,6.5625,6.915,Fase 3 (7° e 8° ano),0,24,3.0
6.793890866866667,10.0,4.166666666666667,6.191537667666666,9.585,7.51,6.5625,6.7825,Fase 3 (7° e 8° ano),0,24,3.0
7.121622213600001,10.0,7.833333333333333,6.108152734666667,7.917,2.51,7.65625,7.625,Fase 2 (5° e 6° ano),1,24,3.0
6.024753703733333,5.0,3.0,5.818518518666667,9.168,7.51,7.1875,6.8725,Fase 4 (9° ano),-1,24,3.0
8.647409313733334,10.0,7.333333333333333,9.670588235333334,9.585,7.51,8.28125,8.545,Fase 3 (7° e 8° ano),0,24,3.0
8.185838802933334,10.0,7.166666666666667,7.881527348,10.002,7.51,7.5,8.375,Fase 3 (7° e 8° ano),0,24,3.0
7.429623555266667,10.0,7.0,7.5029927763333335,8.334,8.13,6.40625,6.21,Fase 2 (5° e 6° ano),1,24,3.0
6.7359982456,10.0,4.5,6.5964912280000005,7.917,7.51,6.25,6.745,Fase 3 (7° e 8° ano),0,24,3.0
6.616193704866666,10.0,4.333333333333333,6.501135191,5.833,8.13,6.875,6.8275,Fase 3 (7° e 8° ano),0,24,3.0
6.795673420466667,10.0,4.166666666666667,7.2122004356666665,8.334,8.75,5.625,6.245,Fase 3 (7° e 8° ano),0,24,3.0
7.507033333333333,10.0,3.6666666666666665,10.0,8.751,8.135,7.375,6.738,Fase 2 (5° e 6° ano),1,24,3.0
5.696233333333334,5.0,2.6666666666666665,5.0,8.334,7.51,7.125,6.83,Fase 4 (9° ano),-1,24,3.0
8.337,10.0,8.166666666666666,8.633333333333333,9.168,6.88,8.25,7.736,Fase 3 (7° e 8° ano),0,24,3.0
7.437466666666667,10.0,5.0,9.533333333333333,8.751,2.51,8.375,7.836,Fase 3 (7° e 8° ano),0,24,3.0
7.1074778554666675,10.0,4.166666666666667,7.6107226106666666,7.917,7.51,7.625,7.234,Fase 3 (7° e 8° ano),0,24,3.0
6.942581818200001,10.0,5.0,7.090909091,9.168,7.51,6.25,6.158,Fase 3 (7° e 8° ano),0,24,3.0
6.0886079922,5.0,3.1666666666666665,6.304873294333333,7.501,8.135,7.375,6.966,Fase 5 (1° EM),-2,24,3.0
6.624588235266668,10.0,5.666666666666667,6.286274509666666,8.334,2.51,7.5,6.998,Fase 3 (7° e 8° ano),0,24,3.0
7.388266666666667,5.0,5.666666666666667,8.716666666666667,9.585,7.51,7.625,7.698,Fase 4 (9° ano),-1,24,3.0
3.7894777778,5.0,2.3333333333333335,3.3555555556666667,0.0,6.26,5.125,5.066,Fase 4 (9° ano),-1,24,3.0
7.177130604266668,10.0,4.666666666666667,7.038986354666666,9.168,7.51,7.75,6.966,Fase 3 (7° e 8° ano),0,24,3.0
6.0175222222,10.0,2.6666666666666665,6.194444444333333,7.5,6.885,7.0,5.534,Fase 3 (7° e 8° ano),0,24,3.0
6.754584615400001,5.0,5.0,8.076923077,7.5,7.51,7.25,7.066,Fase 4 (9° ano),-1,24,3.0
7.0305545924,10.0,3.8333333333333335,7.846439628666666,7.084,9.38,6.75,6.866,Fase 3 (7° e 8° ano),0,24,3.0
6.905568627466667,5.0,5.833333333333333,8.674509804,8.334,6.885,6.625,6.598,Fase 4 (9° ano),-1,24,3.0
7.296598575533334,10.0,8.166666666666666,6.210826211,7.501,8.13,6.25,6.165,Fase 3 (7° e 8° ano),0,24,3.0
8.180966666666668,10.0,5.833333333333333,10.0,9.168,7.51,8.125,7.67,Fase 3 (7° e 8° ano),0,24,3.0
7.360417647066668,10.0,6.833333333333333,7.137254902,9.168,8.13,6.875,5.745,Fase 3 (7° e 8° ano),0,24,3.0
6.900662108266667,10.0,4.666666666666667,6.374643874666667,8.334,8.75,7.5,6.17,Fase 3 (7° e 8° ano),0,24,3.0
6.563952941199999,10.0,4.333333333333333,6.278431372666667,8.751,8.13,6.875,5.33,Fase 3 (7° e 8° ano),0,24,3.0
6.864053921600001,5.0,5.666666666666667,7.682352941333334,9.585,7.51,7.1875,6.33,Fase 4 (9° ano),-1,24,3.0
7.4019,5.0,7.333333333333333,9.566666666666666,8.334,7.51,6.875,6.25,Fase 4 (9° ano),-1,24,3.0
7.218157142866668,10.0,4.833333333333333,8.380952381,7.918,8.13,6.875,6.415,Fase 3 (7° e 8° ano),0,24,3.0
6.748480626800001,5.0,6.666666666666667,6.467236467333334,7.917,8.13,7.5,6.335,Fase 4 (9° ano),-1,24,3.0
6.482499715066667,10.0,4.833333333333333,5.2421652420000004,8.334,7.51,7.5,5.665,Fase 3 (7° e 8° ano),0,24,3.0
6.852411484600001,2.5,7.166666666666667,7.826890756333333,10.002,7.51,6.875,5.825,Fase 6 (2° EM),-3,24,3.0
6.514862200466668,5.0,4.166666666666667,7.441394335666668,9.585,7.51,7.1875,6.325,Fase 5 (1° EM),-2,24,3.0
