INDE,IAN,IDA,IEG,IAA,IPS,IPP,IPV,FASE IDEAL,DEFA,ANO,FASE
6.78,5.0,6.9,7.2,0.0,7.52,7.5,9.84,Fase 2 (5° e 6° ano),-2,23,0.0
6.6927,5.0,4.9,7.9,10.0,7.52,5.625,6.59,Fase 2 (5° e 6° ano),-2,23,0.0
7.7432,5.0,7.9,8.5,8.0,6.89,6.25,9.245,Fase 2 (5° e 6° ano),-2,23,0.0
7.3687,10.0,6.0,6.1,10.0,7.52,5.625,8.17,ALFA (1° e 2° ano),0,23,0.0
8.6912,10.0,8.7,9.2,10.0,7.52,6.25,8.67,ALFA (1° e 2° ano),0,23,0.0
8.5962,10.0,8.4,8.4,10.0,7.52,7.5,8.67,ALFA (1° e 2° ano),0,23,0.0
7.3882,5.0,6.6,9.7,9.5,2.52,6.25,9.005,Fase 1 (3° e 4° ano),-1,23,0.0
5.987,10.0,7.0,7.2,0.0,2.52,6.25,6.35,ALFA (1° e 2° ano),0,23,0.0
7.4967,10.0,7.7,8.7,10.0,2.52,5.625,7.01,ALFA (1° e 2° ano),0,23,0.0
6.225,5.0,5.3,8.4,0.0,7.52,6.25,8.09,Fase 1 (3° e 4° ano),-1,23,0.0
6.9647,10.0,6.1,6.3,9.0,7.52,5.625,6.35,ALFA (1° e 2° ano),0,23,0.0
7.7407,10.0,6.3,9.7,9.0,7.52,5.625,6.68,ALFA (1° e 2° ano),0,23,0.0
8.5262,10.0,8.4,9.7,8.5,3.14,7.5,10.01,ALFA (1° e 2° ano),0,23,0.0
5.8915,5.0,5.4,9.5,0.0,3.14,5.625,7.675,Fase 2 (5° e 6° ano),-2,23,0.0
6.4497,5.0,7.1,8.4,8.5,2.52,5.625,5.925,Fase 2 (5° e 6° ano),-2,23,0.0
8.8842,10.0,7.3,9.9,9.5,7.52,7.5,10.01,ALFA (1° e 2° ano),0,23,0.0
7.024,5.0,7.5,7.6,0.0,7.52,7.5,10.01,Fase 2 (5° e 6° ano),-2,23,0.0
6.5207,10.0,5.0,5.6,9.0,7.52,5.625,5.93,ALFA (1° e 2° ano),0,23,0.0
7.1837,10.0,5.4,8.9,9.0,7.52,5.625,5.595,ALFA (1° e 2° ano),0,23,0.0
7.8402,5.0,7.4,9.5,10.0,3.77,6.25,9.84,Fase 1 (3° e 4° ano),-1,23,0.0
6.6415,10.0,6.0,9.5,0.0,3.77,5.625,8.01,ALFA (1° e 2° ano),0,23,0.0
8.2852,5.0,7.8,9.7,9.5,7.52,6.25,9.84,Fase 1 (3° e 4° ano),-1,23,0.0
7.3982,5.0,7.2,9.9,9.5,3.77,6.25,7.68,Fase 2 (5° e 6° ano),-2,23,0.0
7.3355,10.0,7.3,9.6,0.0,7.52,5.625,8.255,ALFA (1° e 2° ano),0,23,0.0
6.5623,5.0,6.4,9.5,7.9,2.52,5.625,6.43,Fase 2 (5° e 6° ano),-2,23,0.0
8.6042,10.0,7.3,9.2,8.0,7.52,7.5,10.01,ALFA (1° e 2° ano),0,23,0.0
6.8297,5.0,6.1,9.9,10.0,3.14,5.625,6.265,Fase 2 (5° e 6° ano),-2,23,0.0
6.2707,5.0,5.1,6.9,9.5,4.39,5.625,7.095,Fase 2 (5° e 6° ano),-2,23,0.0
6.4137,5.0,5.9,5.3,9.5,7.52,5.625,7.095,Fase 2 (5° e 6° ano),-2,23,0.0
7.7792,5.0,6.8,10.0,9.0,3.77,7.5,9.51,Fase 1 (3° e 4° ano),-1,23,0.0
7.5982,5.0,6.4,9.7,9.0,3.77,7.5,9.255,Fase 1 (3° e 4° ano),-1,23,0.0
9.3712,10.0,9.8,10.0,8.5,7.52,8.75,9.67,ALFA (1° e 2° ano),0,23,0.0
9.1312,10.0,8.8,9.8,8.5,7.52,8.75,9.67,ALFA (1° e 2° ano),0,23,0.0
8.8872,10.0,9.0,8.8,9.0,7.52,8.75,9.0,ALFA (1° e 2° ano),0,23,0.0
7.3747,10.0,7.8,8.2,8.5,2.52,5.625,7.6,ALFA (1° e 2° ano),0,23,0.0
8.3847,10.0,7.5,7.9,9.5,7.52,8.125,9.0,ALFA (1° e 2° ano),0,23,0.0
8.6712,10.0,7.7,8.4,9.0,7.52,8.75,9.67,ALFA (1° e 2° ano),0,23,0.0
9.1737,10.0,8.7,9.6,9.0,7.52,9.375,9.67,ALFA (1° e 2° ano),0,23,0.0
7.9535,5.0,9.4,9.8,0.0,7.52,9.375,9.67,Fase 1 (3° e 4° ano),-1,23,0.0
8.5477,10.0,6.5,10.0,9.0,7.52,8.125,8.915,ALFA (1° e 2° ano),0,23,0.0
9.3237,10.0,9.2,9.6,9.5,7.52,9.375,9.67,ALFA (1° e 2° ano),0,23,0.0
7.0927,5.0,6.1,8.7,10.0,7.52,5.625,6.59,Fase 2 (5° e 6° ano),-2,23,0.0
6.7372,5.0,4.2,8.4,8.5,7.52,6.25,7.5,Fase 1 (3° e 4° ano),-1,23,0.0
7.9742,5.0,5.4,10.0,9.0,7.52,7.5,10.01,Fase 2 (5° e 6° ano),-2,23,0.0
7.974,10.0,7.9,9.5,0.0,7.52,7.5,10.01,ALFA (1° e 2° ano),0,23,0.0
7.6267,5.0,7.2,7.7,9.0,7.52,6.875,9.085,Fase 2 (5° e 6° ano),-2,23,0.0
6.6112,5.0,6.3,8.4,9.0,2.52,6.25,7.02,Fase 2 (5° e 6° ano),-2,23,0.0
7.6872,10.0,5.0,10.0,8.0,7.52,5.0,8.175,ALFA (1° e 2° ano),0,23,0.0
6.8547,5.0,7.1,8.9,9.5,2.52,5.625,7.0,Fase 2 (5° e 6° ano),-2,23,0.0
8.9172,10.0,8.0,9.4,9.5,7.52,7.5,9.925,ALFA (1° e 2° ano),0,23,0.0
7.6812,5.0,7.5,9.8,8.5,2.52,7.5,9.345,Fase 1 (3° e 4° ano),-1,23,0.0
8.4042,5.0,7.9,9.1,10.0,7.52,7.5,10.01,Fase 2 (5° e 6° ano),-2,23,0.0
7.9842,5.0,6.2,9.2,9.0,7.52,7.5,10.01,Fase 1 (3° e 4° ano),-1,23,0.0
8.4642,5.0,8.2,9.6,9.0,7.52,7.5,10.01,Fase 1 (3° e 4° ano),-1,23,0.0
7.0687,5.0,7.5,7.6,9.0,7.52,5.625,6.67,Fase 1 (3° e 4° ano),-1,23,0.0
8.0777,10.0,7.9,9.2,8.5,7.52,6.875,6.84,ALFA (1° e 2° ano),0,23,0.0
8.5822,10.0,9.3,9.4,9.5,7.52,7.5,7.0,ALFA (1° e 2° ano),0,23,0.0
6.0537,5.0,5.6,6.1,9.5,2.52,6.875,6.67,Fase 2 (5° e 6° ano),-2,23,0.0
6.3457,10.0,3.3,7.9,9.0,7.52,4.375,5.08,ALFA (1° e 2° ano),0,23,0.0
6.5277,10.0,0.0,7.6,9.0,7.52,6.875,8.34,ALFA (1° e 2° ano),0,23,0.0
8.0172,10.0,8.9,8.1,9.5,7.52,6.25,6.5,ALFA (1° e 2° ano),0,23,0.0
8.8862,10.0,9.3,10.0,9.0,7.52,7.5,8.17,ALFA (1° e 2° ano),0,23,0.0
6.9287,5.0,7.9,7.5,10.0,2.52,5.625,7.67,Fase 1 (3° e 4° ano),-1,23,0.0
8.8902,10.0,8.4,9.7,9.5,7.52,7.5,9.09,ALFA (1° e 2° ano),0,23,0.0
7.85345,5.0,8.0,9.3,10.0,3.77,7.8125,8.675,Fase 2 (5° e 6° ano),-2,23,0.0
8.37095,10.0,9.0,9.2,9.5,3.77,7.1875,8.425,ALFA (1° e 2° ano),0,23,0.0
7.77645,5.0,7.3,10.0,10.0,3.77,7.8125,8.34,Fase 1 (3° e 4° ano),-1,23,0.0
7.54005,10.0,8.3,8.8,7.4,3.14,6.5625,7.09,ALFA (1° e 2° ano),0,23,0.0
6.82375,10.0,7.7,8.3,0.0,3.14,7.1875,8.005,ALFA (1° e 2° ano),0,23,0.0
7.7842,5.0,8.3,8.8,9.5,3.14,8.75,8.675,Fase 2 (5° e 6° ano),-2,23,0.0
7.1297,5.0,7.8,8.8,9.0,3.14,6.875,7.09,Fase 2 (5° e 6° ano),-2,23,0.0
7.71645,5.0,8.3,9.4,8.0,3.77,7.8125,8.59,Fase 1 (3° e 4° ano),-1,23,0.0
7.2922,5.0,8.9,6.8,9.5,3.77,7.5,7.925,Fase 1 (3° e 4° ano),-1,23,0.0
5.852,5.0,6.9,9.5,0.0,3.14,5.0,6.34,Fase 1 (3° e 4° ano),-1,23,0.0
8.7142,5.0,9.1,9.7,9.5,7.52,7.5,10.01,Fase 2 (5° e 6° ano),-2,23,0.0
7.7597,5.0,7.3,9.0,10.0,7.52,5.625,8.425,Fase 1 (3° e 4° ano),-1,23,0.0
7.7312,5.0,7.8,7.5,8.0,7.52,7.5,9.345,Fase 2 (5° e 6° ano),-2,23,0.0
7.5227,5.0,5.9,9.8,9.0,7.52,5.625,8.34,Fase 1 (3° e 4° ano),-1,23,0.0
9.1672,10.0,9.1,9.3,10.0,7.52,7.5,9.925,ALFA (1° e 2° ano),0,23,0.0
8.6672,5.0,9.0,9.9,9.0,7.52,7.5,9.925,Fase 1 (3° e 4° ano),-1,23,0.0
9.2902,10.0,9.3,9.8,10.0,7.52,7.5,9.84,ALFA (1° e 2° ano),0,23,0.0
8.7442,5.0,9.2,9.5,10.0,7.52,7.5,10.01,Fase 1 (3° e 4° ano),-1,23,0.0
6.7215,5.0,7.9,9.2,0.0,3.14,6.875,9.0,Fase 2 (5° e 6° ano),-2,23,0.0
8.6742,5.0,9.3,9.6,9.0,7.52,7.5,10.01,Fase 2 (5° e 6° ano),-2,23,0.0
8.6677,10.0,7.7,9.6,10.0,7.52,6.875,8.84,ALFA (1° e 2° ano),0,23,0.0
7.0847,5.0,6.3,10.0,8.5,7.52,5.625,5.85,Fase 2 (5° e 6° ano),-2,23,0.0
5.99625,5.0,6.2,8.7,0.0,2.52,5.3125,8.665,Fase 1 (3° e 4° ano),-1,23,0.0
8.4742,5.0,8.7,9.2,9.0,7.52,7.5,10.01,Fase 1 (3° e 4° ano),-1,23,0.0
6.492,5.0,6.8,9.1,0.0,7.52,6.25,7.175,Fase 1 (3° e 4° ano),-1,23,0.0
7.2937,5.0,7.8,8.3,8.5,6.27,6.875,7.095,Fase 1 (3° e 4° ano),-1,23,0.0
7.8632,5.0,8.0,9.1,9.5,7.52,6.25,8.08,Fase 1 (3° e 4° ano),-1,23,0.0
8.6142,5.0,8.5,9.8,9.5,7.52,7.5,10.01,Fase 1 (3° e 4° ano),-1,23,0.0
7.7997,5.0,7.2,9.4,8.5,7.52,6.875,8.5,Fase 1 (3° e 4° ano),-1,23,0.0
6.4832,5.0,4.7,8.2,8.5,6.27,5.0,7.18,Fase 1 (3° e 4° ano),-1,23,0.0
7.44345,5.0,5.0,10.0,10.0,7.52,6.5625,7.675,Fase 1 (3° e 4° ano),-1,23,0.0
7.1347,5.0,6.5,8.0,9.5,7.52,5.625,7.35,Fase 2 (5° e 6° ano),-2,23,0.0
8.4942,5.0,8.3,9.7,9.0,7.52,7.5,10.01,Fase 1 (3° e 4° ano),-1,23,0.0
8.0357,10.0,5.8,9.1,9.5,7.52,6.875,8.33,ALFA (1° e 2° ano),0,23,0.0
7.7692,10.0,5.5,9.7,8.5,7.52,6.25,7.51,ALFA (1° e 2° ano),0,23,0.0
8.9977,10.0,9.4,8.1,8.5,7.52,9.375,9.84,ALFA (1° e 2° ano),0,23,0.0
7.0169,10.0,6.9,6.4,7.8,3.77,5.625,8.17,ALFA (1° e 2° ano),0,23,0.0
7.5427,10.0,6.0,9.1,9.0,3.77,6.875,7.84,ALFA (1° e 2° ano),0,23,0.0
5.82875,5.0,5.2,8.6,0.0,3.77,7.1875,7.415,Fase 1 (3° e 4° ano),-1,23,0.0
8.4752,10.0,8.8,9.1,9.0,3.77,7.5,9.34,ALFA (1° e 2° ano),0,23,0.0
7.7803,10.0,6.5,9.2,7.9,7.52,5.625,7.67,ALFA (1° e 2° ano),0,23,0.0
8.39895,10.0,8.6,9.2,9.5,6.27,5.9375,8.34,ALFA (1° e 2° ano),0,23,0.0
7.1717,10.0,5.8,7.4,8.5,5.02,5.625,8.085,ALFA (1° e 2° ano),0,23,0.0
8.3877,10.0,8.6,9.8,9.0,3.77,5.625,9.34,ALFA (1° e 2° ano),0,23,0.0
8.1617,10.0,6.0,9.6,9.5,6.27,5.625,9.51,ALFA (1° e 2° ano),0,23,0.0
7.1425,10.0,6.3,9.8,0.0,5.02,5.625,9.34,ALFA (1° e 2° ano),0,23,0.0
8.1932,5.0,8.7,10.0,10.0,2.52,7.5,9.755,Fase 1 (3° e 4° ano),-1,23,0.0
7.5367,10.0,5.8,9.1,9.5,2.52,5.625,9.01,ALFA (1° e 2° ano),0,23,0.0
7.1215,10.0,8.6,9.1,0.0,2.52,5.625,8.835,ALFA (1° e 2° ano),0,23,0.0
8.3502,10.0,8.8,9.9,8.5,2.52,6.25,9.415,ALFA (1° e 2° ano),0,23,0.0
8.8177,10.0,8.3,9.8,8.0,7.52,6.875,9.84,ALFA (1° e 2° ano),0,23,0.0
7.6247,10.0,6.8,9.3,9.0,2.52,5.625,8.5,ALFA (1° e 2° ano),0,23,0.0
8.0107,10.0,8.3,9.1,9.5,2.52,5.625,8.83,ALFA (1° e 2° ano),0,23,0.0
7.6765,10.0,7.3,9.8,0.0,6.27,6.875,9.76,ALFA (1° e 2° ano),0,23,0.0
7.9568,5.0,8.5,8.1,7.9,7.52,6.25,9.84,Fase 1 (3° e 4° ano),-1,23,0.0
7.7242,5.0,8.3,8.1,9.5,2.52,7.5,10.01,Fase 1 (3° e 4° ano),-1,23,0.0
8.5257,5.0,8.7,8.2,10.0,10.0,6.875,9.84,Fase 1 (3° e 4° ano),-1,23,0.0
7.254,5.0,7.8,8.5,0.0,7.52,7.5,10.01,Fase 1 (3° e 4° ano),-1,23,0.0
7.7687,5.0,7.7,9.1,10.0,3.14,6.875,9.585,Fase 1 (3° e 4° ano),-1,23,0.0
7.2722,5.0,8.0,8.2,9.5,3.14,5.0,8.84,Fase 2 (5° e 6° ano),-2,23,0.0
6.2737,5.0,4.6,8.4,9.5,3.14,6.875,6.16,Fase 2 (5° e 6° ano),-2,23,0.0
8.7592,10.0,8.6,9.8,9.5,3.77,7.5,10.01,ALFA (1° e 2° ano),0,23,0.0
6.6328,5.0,5.2,8.5,7.9,3.77,5.0,8.67,Fase 1 (3° e 4° ano),-1,23,0.0
7.4127,10.0,6.0,9.4,9.5,3.77,5.625,7.265,ALFA (1° e 2° ano),0,23,0.0
6.4782,5.0,5.1,7.9,9.5,3.77,6.25,7.18,Fase 2 (5° e 6° ano),-2,23,0.0
8.1892,5.0,8.6,9.2,10.0,3.77,7.5,10.01,Fase 1 (3° e 4° ano),-1,23,0.0
7.5687,10.0,7.1,8.7,7.5,3.77,5.625,8.595,ALFA (1° e 2° ano),0,23,0.0
7.9752,5.0,7.9,9.3,9.5,3.77,7.5,9.84,Fase 2 (5° e 6° ano),-2,23,0.0
8.0352,5.0,8.3,9.4,9.0,3.77,7.5,9.84,Fase 1 (3° e 4° ano),-1,23,0.0
5.6857,5.0,3.4,7.7,9.5,3.14,4.375,6.32,Fase 2 (5° e 6° ano),-2,23,0.0
6.6785,10.0,5.9,8.3,0.0,3.77,6.875,8.92,ALFA (1° e 2° ano),0,23,0.0
7.056,10.0,8.2,8.8,0.0,3.14,6.25,8.585,ALFA (1° e 2° ano),0,23,0.0
7.9162,10.0,7.0,9.4,8.5,3.77,6.25,8.92,ALFA (1° e 2° ano),0,23,0.0
6.78,5.0,8.3,8.9,0.0,3.14,6.25,9.505,Fase 1 (3° e 4° ano),-1,23,0.0
8.1162,5.0,7.8,9.1,9.0,7.52,7.5,9.17,Fase 1 (3° e 4° ano),-1,23,0.0
7.9012,5.0,7.0,9.7,9.0,7.52,6.25,8.92,Fase 1 (3° e 4° ano),-1,23,0.0
7.6522,10.0,4.0,8.5,9.0,7.52,7.5,8.75,ALFA (1° e 2° ano),0,23,0.0
8.2467,10.0,8.7,8.5,8.0,7.52,6.875,7.835,ALFA (1° e 2° ano),0,23,0.0
8.3137,10.0,7.9,9.6,9.0,7.52,6.875,7.42,ALFA (1° e 2° ano),0,23,0.0
8.4252,10.0,8.8,7.9,9.5,7.52,7.5,8.165,ALFA (1° e 2° ano),0,23,0.0
8.5922,10.0,8.7,9.3,9.0,7.52,7.5,8.0,ALFA (1° e 2° ano),0,23,0.0
6.982,5.0,8.8,8.3,0.0,6.89,7.5,8.165,Fase 2 (5° e 6° ano),-2,23,0.0
8.0782,10.0,8.3,7.4,9.0,7.52,7.5,7.68,ALFA (1° e 2° ano),0,23,0.0
8.13595,10.0,8.4,8.6,9.0,7.52,5.9375,7.5,ALFA (1° e 2° ano),0,23,0.0
7.26545,5.0,8.6,9.1,8.0,3.77,6.5625,7.01,Fase 1 (3° e 4° ano),-1,23,0.0
7.245,10.0,8.8,9.0,0.0,3.77,7.5,7.84,ALFA (1° e 2° ano),0,23,0.0
8.70645,10.0,9.4,10.0,9.5,3.77,7.8125,8.59,ALFA (1° e 2° ano),0,23,0.0
7.33095,10.0,5.2,8.6,9.5,3.77,7.1875,7.675,ALFA (1° e 2° ano),0,23,0.0
7.96495,10.0,6.6,9.9,10.0,3.77,7.1875,7.845,ALFA (1° e 2° ano),0,23,0.0
7.6237,10.0,8.3,9.6,9.0,4.39,5.625,5.76,ALFA (1° e 2° ano),0,23,0.0
8.2582,10.0,8.2,9.7,9.0,3.77,7.5,8.255,ALFA (1° e 2° ano),0,23,0.0
7.538908333,5.0,6.3,9.3,10.0,6.27,7.34375,7.786666667,Fase 2 (5° e 6° ano),-1,23,1.0
7.305908333,5.0,6.9,8.0,8.5,7.52,7.34375,7.446666667,Fase 2 (5° e 6° ano),-1,23,1.0
7.617533333,5.0,6.9,9.0,8.0,7.52,7.5,8.226666667,Fase 2 (5° e 6° ano),-1,23,1.0
7.762575,5.0,6.7,9.5,10.0,7.52,7.34375,7.73,Fase 2 (5° e 6° ano),-1,23,1.0
6.505333333,5.0,7.7,8.0,0.0,5.02,7.5,8.116666667,Fase 2 (5° e 6° ano),-1,23,1.0
8.0442,5.0,8.6,9.3,8.5,7.52,7.5,8.06,Fase 2 (5° e 6° ano),-1,23,1.0
6.824,10.0,6.3,8.5,0.0,5.02,7.5,8.06,Fase 1 (3° e 4° ano),0,23,1.0
7.172666667,10.0,6.7,9.4,0.0,5.02,7.5,8.503333333,Fase 1 (3° e 4° ano),0,23,1.0
7.177033333,10.0,4.3,9.1,7.5,5.02,6.875,7.836666667,ALFA (1° e 2° ano),1,23,0.0
5.823133333,5.0,5.5,7.5,7.9,2.52,5.0,5.896666667,Fase 2 (5° e 6° ano),-1,23,1.0
7.612283333,10.0,6.1,9.1,10.0,2.52,7.1875,8.056666667,Fase 1 (3° e 4° ano),0,23,1.0
6.964616667,10.0,3.3,9.2,8.0,3.77,7.1875,7.893333333,Fase 1 (3° e 4° ano),0,23,1.0
7.164616667,10.0,4.7,8.5,8.5,3.77,7.1875,7.893333333,Fase 1 (3° e 4° ano),0,23,1.0
9.1342,10.0,9.1,10.0,10.0,6.27,8.75,9.06,Fase 1 (3° e 4° ano),0,23,1.0
6.389991667,5.0,6.0,8.3,8.5,3.77,5.78125,6.173333333,Fase 2 (5° e 6° ano),-1,23,1.0
8.226408333,5.0,7.9,9.7,10.0,7.52,7.96875,8.336666667,Fase 2 (5° e 6° ano),-1,23,1.0
7.570158333,5.0,7.3,8.8,8.0,6.27,7.65625,8.336666667,Fase 2 (5° e 6° ano),-1,23,1.0
7.788875,5.0,9.8,10.0,0.0,6.27,9.21875,8.95,Fase 2 (5° e 6° ano),-1,23,1.0
8.749075,10.0,8.0,9.8,8.5,7.52,7.96875,8.95,Fase 1 (3° e 4° ano),0,23,1.0
8.215158333,10.0,7.5,8.9,8.5,7.52,7.65625,7.836666667,Fase 1 (3° e 4° ano),0,23,1.0
6.5855,5.0,6.4,9.1,0.0,7.52,6.875,7.78,Fase 2 (5° e 6° ano),-1,23,1.0
6.494825,2.5,3.2,9.8,8.5,7.52,6.40625,7.06,Fase 4 (9° ano),-3,23,1.0
7.553616667,10.0,5.7,9.9,8.5,2.52,7.1875,8.113333333,Fase 1 (3° e 4° ano),0,23,1.0
7.434866667,5.0,5.8,9.3,9.0,7.52,7.5,7.613333333,Fase 2 (5° e 6° ano),-1,23,1.0
8.299533333,10.0,7.9,8.3,8.0,7.52,7.5,8.836666667,Fase 1 (3° e 4° ano),0,23,1.0
7.748866667,5.0,6.0,9.7,9.5,7.52,7.5,8.333333333,Fase 2 (5° e 6° ano),-1,23,1.0
7.278991667,5.0,6.8,9.6,8.0,7.52,5.78125,6.893333333,Fase 3 (7° e 8° ano),-2,23,1.0
6.415708333,5.0,5.0,9.2,0.0,7.52,7.34375,7.946666667,Fase 2 (5° e 6° ano),-1,23,1.0
7.9642,5.0,8.0,9.0,8.5,7.52,7.5,8.56,Fase 2 (5° e 6° ano),-1,23,1.0
7.058533333,10.0,5.4,6.3,10.0,3.77,7.5,8.006666667,Fase 1 (3° e 4° ano),0,23,1.0
7.4027,5.0,6.9,9.7,8.5,3.77,6.875,8.39,Fase 2 (5° e 6° ano),-1,23,1.0
7.890533333,5.0,8.3,9.2,7.5,7.52,7.083333333,8.45,Fase 2 (5° e 6° ano),-1,23,1.0
8.1357,5.0,8.9,8.4,7.0,7.52,8.541666667,9.396666667,Fase 2 (5° e 6° ano),-1,23,1.0
6.588466667,5.0,4.6,7.7,7.4,7.52,6.666666667,7.39,Fase 2 (5° e 6° ano),-1,23,1.0
7.5682,5.0,6.5,9.1,9.0,7.52,7.5,7.78,Fase 2 (5° e 6° ano),-1,23,1.0
7.0602,5.0,5.9,8.8,8.0,7.52,6.666666667,7.006666667,Fase 2 (5° e 6° ano),-1,23,1.0
7.434033333,5.0,6.0,9.5,8.5,7.52,7.291666667,7.563333333,Fase 2 (5° e 6° ano),-1,23,1.0
8.126033333,5.0,7.9,8.9,9.0,7.52,8.125,9.006666667,Fase 2 (5° e 6° ano),-1,23,1.0
7.9642,5.0,8.3,9.0,7.5,7.52,8.333333333,8.393333333,Fase 2 (5° e 6° ano),-1,23,1.0
6.888833333,10.0,5.8,8.3,0.0,7.52,7.708333333,7.78,Fase 1 (3° e 4° ano),0,23,1.0
7.979325,5.0,7.8,8.7,10.0,5.02,9.53125,8.67,Fase 2 (5° e 6° ano),-1,23,1.0
8.62995,10.0,6.8,10.0,9.5,7.52,8.4375,8.67,Fase 1 (3° e 4° ano),0,23,1.0
7.85605,5.0,8.9,7.4,7.9,7.52,9.0625,8.28,Fase 2 (5° e 6° ano),-1,23,1.0
8.123283333,10.0,6.0,9.3,8.0,7.52,8.4375,8.336666667,Fase 1 (3° e 4° ano),0,23,1.0
6.970583333,5.0,8.0,9.6,0.0,3.77,9.0625,8.336666667,Fase 2 (5° e 6° ano),-1,23,1.0
7.655575,5.0,6.7,8.4,9.0,7.52,8.59375,8.17,Fase 2 (5° e 6° ano),-1,23,1.0
7.984741667,5.0,8.0,9.3,9.0,5.02,9.21875,8.503333333,Fase 2 (5° e 6° ano),-1,23,1.0
7.736825,5.0,6.5,9.3,8.0,7.52,8.90625,8.17,Fase 2 (5° e 6° ano),-1,23,1.0
7.686033333,5.0,6.2,9.9,8.0,7.52,8.125,8.056666667,Fase 3 (7° e 8° ano),-2,23,1.0
7.81545,5.0,6.6,9.3,10.0,7.52,7.8125,8.06,Fase 2 (5° e 6° ano),-1,23,1.0
6.724116667,5.0,3.3,7.2,10.0,7.52,7.8125,8.003333333,Fase 2 (5° e 6° ano),-1,23,1.0
8.3342,10.0,6.2,8.7,10.0,7.52,8.333333333,8.893333333,Fase 1 (3° e 4° ano),0,23,1.0
8.2712,10.0,7.0,9.3,9.0,7.52,7.916666667,7.836666667,Fase 1 (3° e 4° ano),0,23,1.0
8.0177,5.0,7.4,9.9,9.0,7.52,7.708333333,8.223333333,Fase 2 (5° e 6° ano),-1,23,1.0
6.768666667,5.0,7.9,9.9,0.0,3.77,7.083333333,8.166666667,Fase 2 (5° e 6° ano),-1,23,1.0
5.331166667,5.0,4.3,6.5,0.0,3.77,7.708333333,7.666666667,Fase 2 (5° e 6° ano),-1,23,1.0
7.408033333,5.0,7.5,9.6,8.0,3.77,6.875,8.166666667,Fase 2 (5° e 6° ano),-1,23,1.0
7.600033333,5.0,6.7,9.5,8.5,6.27,7.708333333,8.11,Fase 2 (5° e 6° ano),-1,23,1.0
6.5447,5.0,2.5,7.9,10.0,6.27,7.708333333,7.833333333,Fase 2 (5° e 6° ano),-1,23,1.0
6.813366667,5.0,5.6,8.7,9.0,3.77,6.875,7.443333333,Fase 2 (5° e 6° ano),-1,23,1.0
7.629533333,5.0,6.1,9.7,8.0,7.52,7.5,8.336666667,Fase 2 (5° e 6° ano),-1,23,1.0
7.668366667,5.0,7.0,9.3,9.5,3.77,8.125,8.893333333,Fase 2 (5° e 6° ano),-1,23,1.0
6.633833333,5.0,5.9,8.5,0.0,7.52,8.125,8.446666667,Fase 2 (5° e 6° ano),-1,23,1.0
8.166866667,10.0,7.8,9.1,9.5,3.77,7.916666667,8.39,Fase 1 (3° e 4° ano),0,23,1.0
8.683366667,10.0,8.4,9.5,8.5,7.52,8.125,8.443333333,Fase 1 (3° e 4° ano),0,23,1.0
6.517166667,10.0,7.2,8.0,0.0,3.77,6.875,7.113333333,Fase 1 (3° e 4° ano),0,23,1.0
8.089033333,5.0,7.9,9.4,9.5,7.52,7.708333333,8.28,Fase 2 (5° e 6° ano),-1,23,1.0
6.3972,5.0,5.6,6.0,9.0,2.52,7.916666667,8.166666667,Fase 3 (7° e 8° ano),-2,23,1.0
6.835833333,10.0,6.3,8.5,0.0,3.77,8.541666667,8.223333333,Fase 1 (3° e 4° ano),0,23,1.0
7.848366667,10.0,6.9,8.5,10.0,3.77,8.125,7.893333333,Fase 1 (3° e 4° ano),0,23,1.0
6.781033333,5.0,5.9,7.3,8.5,3.77,8.125,8.056666667,Fase 2 (5° e 6° ano),-1,23,1.0
7.811366667,5.0,8.2,9.5,8.5,3.77,8.541666667,8.5,Fase 2 (5° e 6° ano),-1,23,1.0
7.443366667,5.0,6.3,7.7,10.0,7.52,8.125,7.943333333,Fase 2 (5° e 6° ano),-1,23,1.0
7.764366667,5.0,7.2,9.2,9.0,6.27,8.125,8.223333333,Fase 2 (5° e 6° ano),-1,23,1.0
8.534866667,10.0,8.4,8.9,8.5,6.27,8.75,8.613333333,Fase 1 (3° e 4° ano),0,23,1.0
6.518,5.0,6.5,9.8,0.0,3.77,7.916666667,7.946666667,Fase 2 (5° e 6° ano),-1,23,1.0
6.960333333,10.0,5.3,9.0,0.0,7.52,7.916666667,7.833333333,Fase 1 (3° e 4° ano),0,23,1.0
8.4712,5.0,9.0,9.8,8.5,7.52,8.75,8.67,Fase 2 (5° e 6° ano),-1,23,1.0
7.7167,5.0,7.9,9.8,8.0,7.52,6.458333333,7.393333333,Fase 2 (5° e 6° ano),-1,23,1.0
7.184,5.0,8.1,9.0,0.0,7.52,8.333333333,8.393333333,Fase 2 (5° e 6° ano),-1,23,1.0
7.0582,5.0,6.5,9.0,9.5,3.77,7.083333333,7.113333333,Fase 2 (5° e 6° ano),-1,23,1.0
6.331533333,5.0,6.7,5.6,9.5,3.14,7.5,6.836666667,Fase 3 (7° e 8° ano),-2,23,1.0
7.0297,5.0,6.4,8.1,9.5,5.02,6.875,7.5,Fase 2 (5° e 6° ano),-1,23,1.0
6.138366667,5.0,3.6,7.5,7.5,5.02,6.875,7.393333333,Fase 2 (5° e 6° ano),-1,23,1.0
6.6097,5.0,5.0,7.9,9.0,3.77,7.291666667,7.616666667,Fase 3 (7° e 8° ano),-2,23,1.0
